shipment_id,order_id,ship_datetime,carrier,shipping_method,distance_band,promised_days,actual_days,late_delivery
1127,1127,2026-01-03 03:31:02,UPS,standard,national,7,8,true
1128,1128,2025-07-15 10:28:18,UPS,standard,regional,6,7,true
1129,1129,2025-08-09 11:06:36,FedEx,standard,regional,6,5,false
1130,1130,2025-12-22 06:23:57,USPS,standard,national,7,10,true
1131,1131,2025-09-25 00:46:30,FedEx,expedited,regional,3,3,false
1132,1132,2025-10-26 09:46:29,UPS,standard,regional,6,6,false
1133,1133,2025-12-20 01:42:42,UPS,standard,regional,6,9,true
1134,1134,2025-08-21 20:32:03,UPS,standard,regional,6,6,false
1135,1135,2025-09-09 02:55:45,UPS,standard,regional,6,6,false
1136,1136,2025-10-17 15:10:40,FedEx,standard,national,7,7,false
1137,1137,2025-09-28 19:20:24,UPS,standard,local,5,5,false
1138,1138,2025-09-22 05:30:24,UPS,standard,regional,6,5,false
1139,1139,2025-09-14 15:38:50,FedEx,standard,national,7,7,false
1140,1140,2026-01-02 10:00:23,UPS,standard,regional,6,6,false
1141,1141,2025-08-29 15:58:01,FedEx,standard,local,5,4,false
1142,1142,2025-10-27 13:36:41,UPS,standard,national,7,8,true
1143,1143,2025-09-03 16:12:52,USPS,standard,regional,6,9,true
1144,1144,2025-09-01 17:07:23,UPS,standard,national,7,8,true
1145,1145,2025-11-05 01:58:34,UPS,overnight,regional,2,1,false
1146,1146,2025-07-19 03:29:15,FedEx,expedited,regional,3,4,true
1147,1147,2025-08-18 07:59:03,FedEx,standard,local,5,6,true
1148,1148,2025-12-28 15:10:58,USPS,expedited,regional,3,5,true
1149,1149,2025-08-02 14:11:48,FedEx,expedited,national,4,4,false
1150,1150,2025-08-21 08:44:49,FedEx,standard,local,5,6,true
1151,1151,2025-10-26 16:53:47,FedEx,standard,local,5,5,false
1152,1152,2025-11-06 10:25:38,FedEx,standard,regional,6,8,true
1153,1153,2025-07-31 21:53:21,UPS,expedited,regional,3,6,true
1154,1154,2026-01-05 09:42:21,FedEx,standard,local,5,6,true
1155,1155,2025-12-25 11:54:01,FedEx,standard,local,5,8,true
1156,1156,2025-10-15 13:23:43,UPS,standard,local,5,7,true
1157,1157,2025-11-16 10:50:23,USPS,standard,regional,6,9,true
1158,1158,2025-07-27 14:56:23,USPS,overnight,national,3,4,true
1159,1159,2025-11-27 19:35:18,FedEx,standard,local,5,7,true
1160,1160,2025-10-15 01:10:42,UPS,standard,regional,6,8,true
1161,1161,2025-08-18 02:06:29,UPS,standard,regional,6,8,true
1162,1162,2025-12-03 08:39:19,FedEx,standard,regional,6,7,true
1163,1163,2025-10-03 15:13:47,FedEx,expedited,regional,3,5,true
1164,1164,2025-12-25 15:12:30,USPS,standard,regional,6,8,true
1165,1165,2025-09-26 18:04:06,USPS,standard,local,5,6,true
1166,1166,2025-12-23 20:16:58,FedEx,overnight,national,3,4,true
1167,1167,2025-07-12 04:17:16,FedEx,standard,regional,6,8,true
1168,1168,2025-11-17 09:57:21,UPS,standard,regional,6,7,true
1169,1169,2025-10-30 22:50:12,UPS,overnight,regional,2,3,true
1170,1170,2025-11-16 18:17:56,UPS,standard,national,7,8,true
1171,1171,2025-11-11 14:15:22,UPS,standard,regional,6,9,true
1172,1172,2025-08-05 14:03:02,UPS,standard,regional,6,7,true
1173,1173,2025-10-15 22:14:47,UPS,standard,national,7,8,true
1174,1174,2025-09-07 01:12:06,FedEx,standard,local,5,5,false
1175,1175,2025-10-24 19:42:49,UPS,expedited,local,2,3,true
1176,1176,2025-11-23 01:03:02,UPS,standard,regional,6,8,true
1177,1177,2025-08-20 23:56:07,USPS,standard,local,5,7,true
1178,1178,2025-12-10 10:26:54,UPS,expedited,regional,3,6,true
1179,1179,2025-08-16 21:39:36,USPS,expedited,regional,3,3,false
1180,1180,2025-07-25 19:33:19,USPS,expedited,regional,3,7,true
1181,1181,2025-07-26 04:50:05,UPS,expedited,national,4,5,true
1182,1182,2025-10-10 05:30:26,USPS,expedited,national,4,7,true
1183,1183,2025-07-24 14:50:45,USPS,standard,regional,6,7,true
1184,1184,2025-08-18 02:30:08,UPS,expedited,regional,3,2,false
1185,1185,2025-11-23 23:03:18,UPS,standard,local,5,6,true
1186,1186,2025-12-10 07:45:43,FedEx,expedited,local,2,4,true
1187,1187,2025-07-16 08:40:43,UPS,standard,local,5,5,false
1188,1188,2025-08-07 14:24:23,UPS,standard,local,5,5,false
1189,1189,2025-12-24 06:02:54,FedEx,expedited,regional,3,7,true
1190,1190,2025-07-12 14:20:30,UPS,standard,regional,6,8,true
1191,1191,2025-08-04 13:25:48,FedEx,expedited,national,4,4,false
1192,1192,2025-09-14 06:42:55,UPS,standard,national,7,8,true
1193,1193,2025-09-03 21:31:38,UPS,standard,local,5,6,true
1194,1194,2025-09-02 14:21:25,UPS,standard,regional,6,5,false
1195,1195,2025-08-01 14:26:07,USPS,expedited,regional,3,3,false
1196,1196,2025-11-19 12:18:52,FedEx,standard,regional,6,7,true
1197,1197,2025-09-09 03:08:13,UPS,expedited,national,4,4,false
1198,1198,2026-01-04 11:13:03,USPS,standard,local,5,6,true
1199,1199,2025-10-25 22:11:26,UPS,standard,regional,6,6,false
1200,1200,2025-07-13 08:34:57,UPS,standard,local,5,6,true
1201,1201,2025-12-29 05:06:42,FedEx,standard,regional,6,7,true
1202,1202,2025-11-30 12:44:21,USPS,standard,regional,6,8,true
1203,1203,2026-01-02 12:01:00,UPS,expedited,local,2,2,false
1204,1204,2025-08-21 12:10:52,FedEx,overnight,regional,2,7,true
1205,1205,2025-08-11 08:51:18,UPS,expedited,regional,3,3,false
1206,1206,2025-08-30 02:58:14,USPS,standard,regional,6,8,true
1207,1207,2025-07-28 18:01:59,USPS,expedited,local,2,6,true
1208,1208,2025-10-09 13:11:11,UPS,standard,regional,6,7,true
1209,1209,2025-10-30 06:40:42,FedEx,standard,local,5,4,false
1210,1210,2025-10-11 16:04:17,USPS,standard,regional,6,7,true
1211,1211,2025-12-12 19:19:20,UPS,expedited,local,2,4,true
1212,1212,2025-10-20 12:31:11,USPS,expedited,regional,3,4,true
1213,1213,2025-12-17 12:49:22,USPS,standard,regional,6,8,true
1214,1214,2025-12-05 23:17:33,UPS,expedited,local,2,4,true
1215,1215,2025-10-08 12:33:47,FedEx,standard,regional,6,5,false
1216,1216,2025-12-04 17:43:04,FedEx,standard,national,7,8,true
1217,1217,2025-12-29 08:07:25,UPS,standard,regional,6,7,true
1218,1218,2025-12-23 09:00:45,FedEx,standard,regional,6,7,true
1219,1219,2025-12-27 15:42:39,UPS,standard,regional,6,8,true
1220,1220,2025-08-27 12:52:31,USPS,expedited,local,2,7,true
1221,1221,2025-12-19 21:59:58,UPS,standard,regional,6,9,true
1222,1222,2026-01-02 07:54:42,UPS,expedited,regional,3,4,true
1223,1223,2025-07-19 17:58:23,UPS,standard,national,7,7,false
1224,1224,2025-10-21 13:46:30,UPS,expedited,regional,3,4,true
1225,1225,2025-07-26 22:40:19,USPS,standard,local,5,6,true
1226,1226,2025-10-14 13:32:42,USPS,expedited,regional,3,3,false
1227,1227,2025-12-15 17:54:21,FedEx,standard,regional,6,9,true
1228,1228,2025-12-25 12:41:32,USPS,standard,local,5,6,true
1229,1229,2025-10-02 00:21:28,UPS,expedited,regional,3,2,false
1230,1230,2025-07-11 19:17:49,UPS,standard,national,7,8,true
1231,1231,2025-09-22 23:40:13,UPS,standard,regional,6,7,true
1232,1232,2025-08-19 08:13:00,USPS,standard,local,5,9,true
1233,1233,2025-12-05 06:27:35,FedEx,expedited,local,2,3,true
1234,1234,2025-11-03 23:50:40,USPS,standard,regional,6,8,true
1235,1235,2025-12-23 02:00:39,UPS,expedited,local,2,3,true
1236,1236,2025-12-20 21:27:17,USPS,standard,national,7,9,true
1237,1237,2025-10-17 18:21:43,UPS,standard,regional,6,6,false
1238,1238,2025-10-16 19:29:37,UPS,standard,regional,6,6,false
1239,1239,2025-08-21 03:06:21,UPS,standard,regional,6,5,false
1240,1240,2025-10-02 19:17:29,FedEx,standard,regional,6,7,true
1241,1241,2025-12-09 13:07:23,FedEx,standard,local,5,6,true
1242,1242,2025-10-26 18:18:16,FedEx,standard,regional,6,8,true
1243,1243,2025-09-29 03:33:18,FedEx,expedited,regional,3,3,false
1244,1244,2025-12-05 13:15:14,USPS,standard,regional,6,9,true
1245,1245,2025-07-27 07:42:52,UPS,standard,regional,6,6,false
1246,1246,2026-01-03 11:53:25,UPS,standard,local,5,6,true
1247,1247,2025-12-07 22:43:06,FedEx,standard,regional,6,7,true
1248,1248,2025-09-08 15:08:14,FedEx,standard,regional,6,6,false
1249,1249,2025-10-04 15:04:42,UPS,standard,regional,6,7,true
1250,1250,2025-07-12 09:20:06,FedEx,standard,regional,6,7,true
1251,1251,2025-11-17 06:42:04,UPS,standard,regional,6,9,true
1252,1252,2025-09-11 08:32:31,UPS,overnight,regional,2,2,false
1253,1253,2025-12-29 14:54:49,UPS,standard,national,7,8,true
1254,1254,2025-08-13 07:10:17,FedEx,standard,regional,6,7,true
1255,1255,2025-12-13 02:42:49,FedEx,expedited,local,2,4,true
1256,1256,2025-12-09 01:58:01,FedEx,expedited,regional,3,4,true
1257,1257,2025-11-06 19:20:37,FedEx,standard,regional,6,8,true
1258,1258,2025-11-02 14:06:23,UPS,standard,local,5,8,true
1259,1259,2025-08-13 23:41:43,UPS,standard,local,5,5,false
1260,1260,2025-12-30 14:07:21,FedEx,expedited,local,2,7,true
1261,1261,2025-12-08 01:12:40,FedEx,standard,national,7,9,true
1262,1262,2025-12-15 15:23:00,FedEx,standard,local,5,6,true
1263,1263,2025-09-07 18:06:24,UPS,standard,national,7,8,true
1264,1264,2025-10-12 12:52:56,UPS,expedited,regional,3,4,true
1265,1265,2025-07-17 10:26:29,USPS,standard,national,7,9,true
1266,1266,2025-07-27 22:52:12,FedEx,standard,regional,6,6,false
1267,1267,2025-12-08 01:50:07,UPS,standard,regional,6,7,true
1268,1268,2025-12-17 13:32:56,FedEx,overnight,regional,2,2,false
1269,1269,2025-10-09 03:12:15,UPS,standard,regional,6,6,false
1270,1270,2025-07-16 06:36:43,USPS,standard,national,7,11,true
1271,1271,2025-10-08 09:55:19,UPS,expedited,national,4,4,false
1272,1272,2025-09-24 00:45:36,UPS,standard,regional,6,7,true
1273,1273,2025-09-16 22:41:44,FedEx,standard,local,5,6,true
1274,1274,2025-11-15 04:18:35,FedEx,standard,local,5,6,true
1275,1275,2025-08-01 18:17:13,UPS,standard,regional,6,5,false
1276,1276,2025-09-20 19:10:46,UPS,expedited,regional,3,4,true
1277,1277,2025-12-13 11:53:49,UPS,standard,local,5,6,true
1278,1278,2025-12-08 19:14:01,UPS,standard,regional,6,8,true
1279,1279,2026-01-01 12:36:46,FedEx,standard,local,5,6,true
1280,1280,2025-12-29 19:55:08,USPS,standard,local,5,7,true
1281,1281,2025-07-21 19:18:50,FedEx,standard,regional,6,8,true
1282,1282,2025-08-21 09:32:09,UPS,standard,regional,6,6,false
1283,1283,2025-07-20 18:36:26,UPS,expedited,local,2,3,true
1284,1284,2025-12-10 21:29:35,UPS,standard,regional,6,8,true
1285,1285,2026-01-05 00:20:21,FedEx,standard,national,7,8,true
1286,1286,2025-07-31 22:36:08,UPS,standard,regional,6,7,true
1287,1287,2025-08-29 01:07:33,USPS,expedited,regional,3,4,true
1288,1288,2025-11-22 19:13:00,FedEx,standard,local,5,6,true
1289,1289,2025-08-10 22:25:57,FedEx,overnight,local,1,2,true
1290,1290,2025-09-11 03:40:53,USPS,standard,regional,6,8,true
1291,1291,2025-11-08 06:48:11,USPS,overnight,national,3,6,true
1292,1292,2025-10-26 11:14:07,UPS,standard,regional,6,7,true
1293,1293,2025-11-29 03:55:59,UPS,expedited,regional,3,5,true
1294,1294,2025-10-10 14:01:58,UPS,standard,local,5,9,true
1295,1295,2025-12-21 13:32:10,FedEx,expedited,national,4,6,true
1296,1296,2025-09-15 11:45:36,UPS,expedited,regional,3,4,true
1297,1297,2025-08-21 11:42:49,UPS,standard,local,5,6,true
1298,1298,2025-09-01 05:28:45,FedEx,standard,regional,6,5,false
1299,1299,2025-11-14 03:34:43,FedEx,standard,national,7,9,true
1300,1300,2025-10-16 11:05:19,FedEx,standard,regional,6,7,true
1301,1301,2025-12-02 07:44:14,UPS,standard,regional,6,9,true
1302,1302,2025-07-15 10:22:32,USPS,standard,local,5,7,true
1303,1303,2025-08-30 19:06:47,USPS,overnight,local,1,1,false
1304,1304,2025-12-15 18:29:57,UPS,standard,national,7,9,true
1305,1305,2025-07-23 11:23:25,FedEx,standard,local,5,7,true
1306,1306,2025-07-16 03:17:48,UPS,standard,regional,6,6,false
1307,1307,2025-07-19 03:51:54,UPS,standard,regional,6,7,true
1308,1308,2025-09-07 11:21:29,FedEx,standard,local,5,5,false
1309,1309,2025-11-27 22:34:26,USPS,expedited,regional,3,5,true
1310,1310,2025-10-13 05:21:00,UPS,standard,regional,6,5,false
1311,1311,2025-09-02 01:48:16,FedEx,overnight,local,1,1,false
1312,1312,2025-12-26 23:49:15,FedEx,expedited,local,2,3,true
1313,1313,2025-09-27 14:03:38,FedEx,expedited,regional,3,3,false
1314,1314,2025-10-05 21:35:53,FedEx,standard,local,5,5,false
1315,1315,2025-07-14 18:35:23,USPS,standard,local,5,10,true
1316,1316,2025-10-26 03:54:34,UPS,standard,local,5,5,false
1317,1317,2025-10-08 10:16:58,FedEx,standard,regional,6,7,true
1318,1318,2025-12-03 18:04:36,FedEx,standard,local,5,6,true
1319,1319,2025-09-04 04:26:18,UPS,standard,regional,6,8,true
1320,1320,2025-12-10 14:58:24,USPS,expedited,regional,3,6,true
1321,1321,2025-12-13 08:09:51,UPS,standard,local,5,5,false
1322,1322,2025-11-11 13:36:22,UPS,expedited,regional,3,4,true
1323,1323,2025-10-27 07:55:29,UPS,expedited,local,2,2,false
1324,1324,2025-12-22 12:39:41,UPS,expedited,local,2,4,true
1325,1325,2025-09-16 09:20:15,FedEx,standard,local,5,5,false
1326,1326,2025-12-14 20:33:23,FedEx,expedited,local,2,2,false
1327,1327,2025-09-03 12:17:44,USPS,expedited,regional,3,3,false
1328,1328,2026-01-02 06:54:07,UPS,standard,local,5,5,false
1329,1329,2025-07-18 23:27:41,UPS,standard,national,7,8,true
1330,1330,2025-08-19 03:42:56,UPS,standard,regional,6,6,false
1331,1331,2025-11-01 21:21:32,UPS,standard,regional,6,8,true
1332,1332,2025-10-21 11:20:10,USPS,standard,local,5,6,true
1333,1333,2025-07-30 10:23:42,FedEx,standard,local,5,5,false
1334,1334,2025-11-26 13:31:45,FedEx,expedited,regional,3,6,true
1335,1335,2025-11-26 08:52:25,FedEx,standard,local,5,7,true
1336,1336,2025-11-23 07:27:19,FedEx,overnight,local,1,6,true
1337,1337,2025-08-23 02:08:08,UPS,expedited,local,2,6,true
1338,1338,2025-11-17 13:18:57,FedEx,standard,regional,6,7,true
1339,1339,2025-09-15 11:33:19,FedEx,standard,regional,6,6,false
1340,1340,2025-10-08 13:31:13,UPS,standard,regional,6,5,false
1341,1341,2025-09-30 19:52:05,FedEx,expedited,local,2,3,true
1342,1342,2025-07-31 08:05:32,USPS,expedited,local,2,4,true
1343,1343,2025-12-27 23:32:25,FedEx,standard,regional,6,6,false
1344,1344,2025-10-21 16:06:52,FedEx,standard,local,5,5,false
1345,1345,2025-09-03 00:38:55,USPS,standard,regional,6,7,true
1346,1346,2025-12-31 23:37:44,UPS,overnight,national,3,7,true
1347,1347,2025-07-24 08:52:29,UPS,standard,national,7,9,true
1348,1348,2025-09-28 00:37:02,UPS,standard,national,7,7,false
1349,1349,2025-12-25 16:16:54,UPS,expedited,regional,3,5,true
1350,1350,2025-12-30 21:25:27,FedEx,standard,local,5,6,true
1351,1351,2025-12-19 01:16:26,FedEx,standard,regional,6,7,true
1352,1352,2025-07-26 15:30:38,FedEx,standard,national,7,7,false
1353,1353,2025-09-29 13:32:52,UPS,standard,regional,6,9,true
1354,1354,2025-09-26 16:28:29,FedEx,standard,regional,6,6,false
1355,1355,2025-12-23 00:18:02,FedEx,standard,regional,6,5,false
1356,1356,2025-09-18 14:06:43,UPS,standard,regional,6,9,true
1357,1357,2025-09-28 13:08:04,FedEx,standard,national,7,7,false
1358,1358,2025-07-31 08:14:50,UPS,standard,local,5,6,true
1359,1359,2025-09-28 10:00:16,UPS,standard,regional,6,6,false
1360,1360,2025-11-15 11:42:11,USPS,standard,regional,6,9,true
1361,1361,2025-08-04 07:23:15,USPS,expedited,national,4,4,false
1362,1362,2025-10-02 09:42:48,USPS,standard,regional,6,7,true
1363,1363,2025-12-19 11:51:34,USPS,expedited,local,2,4,true
1364,1364,2025-09-24 08:21:24,UPS,standard,regional,6,6,false
1365,1365,2025-07-13 01:10:20,USPS,standard,regional,6,10,true
1366,1366,2025-10-18 11:59:30,FedEx,standard,regional,6,8,true
1367,1367,2025-08-04 20:49:49,USPS,overnight,local,1,2,true
1368,1368,2025-09-26 19:03:38,USPS,standard,regional,6,7,true
1369,1369,2025-10-02 20:37:47,FedEx,expedited,regional,3,4,true
1370,1370,2025-11-20 13:59:48,FedEx,standard,national,7,9,true
1371,1371,2025-12-19 15:46:34,UPS,expedited,local,2,4,true
1372,1372,2025-11-01 10:01:20,FedEx,standard,local,5,7,true
1373,1373,2025-10-08 13:50:39,UPS,standard,regional,6,10,true
1374,1374,2025-11-13 02:21:26,UPS,standard,local,5,8,true
1375,1375,2025-09-17 19:01:19,UPS,standard,local,5,7,true
1376,1376,2025-09-19 12:24:45,FedEx,standard,national,7,7,false
1377,1377,2025-10-05 05:04:35,UPS,standard,national,7,7,false
1378,1378,2025-10-06 06:30:08,UPS,standard,regional,6,6,false
1379,1379,2025-09-19 03:17:20,FedEx,overnight,national,3,3,false
1380,1380,2025-11-19 06:04:32,UPS,overnight,regional,2,6,true
1381,1381,2025-09-22 00:54:25,FedEx,standard,local,5,5,false
1382,1382,2025-10-28 20:21:13,FedEx,expedited,regional,3,3,false
1383,1383,2025-07-21 11:15:27,UPS,expedited,regional,3,5,true
1384,1384,2025-08-12 22:19:20,USPS,standard,regional,6,7,true
1385,1385,2025-10-01 05:43:46,FedEx,standard,regional,6,7,true
1386,1386,2025-08-31 04:55:24,FedEx,overnight,national,3,6,true
1387,1387,2025-12-12 01:57:32,FedEx,expedited,regional,3,4,true
1388,1388,2025-11-02 01:13:25,FedEx,standard,regional,6,7,true
1389,1389,2025-07-11 22:59:25,FedEx,standard,national,7,8,true
1390,1390,2025-08-22 11:55:47,FedEx,overnight,local,1,1,false
1391,1391,2025-08-06 06:01:06,USPS,standard,national,7,11,true
1392,1392,2025-10-24 14:57:50,FedEx,standard,local,5,6,true
1393,1393,2025-08-12 08:29:34,USPS,standard,national,7,6,false
1394,1394,2025-09-27 17:03:05,UPS,standard,regional,6,7,true
1395,1395,2025-09-04 00:05:56,FedEx,standard,regional,6,6,false
1396,1396,2025-10-05 07:50:45,USPS,standard,local,5,9,true
1397,1397,2025-11-27 04:13:11,UPS,standard,local,5,9,true
1398,1398,2025-10-22 17:00:36,USPS,standard,regional,6,7,true
1399,1399,2025-07-19 22:05:43,FedEx,standard,local,5,5,false
1400,1400,2025-10-23 03:26:08,UPS,expedited,regional,3,5,true
1401,1401,2025-07-29 10:02:22,UPS,standard,local,5,7,true
1402,1402,2025-08-24 01:31:09,FedEx,standard,regional,6,6,false
1403,1403,2025-09-19 03:53:43,USPS,expedited,local,2,3,true
1404,1404,2025-09-26 05:52:55,FedEx,standard,local,5,5,false
1405,1405,2025-11-04 03:55:42,UPS,standard,regional,6,9,true
1406,1406,2025-07-28 09:45:19,FedEx,standard,local,5,6,true
1407,1407,2025-08-19 06:28:27,FedEx,standard,local,5,6,true
1408,1408,2025-08-26 02:05:47,USPS,standard,local,5,5,false
1409,1409,2025-11-28 22:24:14,UPS,standard,national,7,10,true
1410,1410,2025-10-12 10:05:18,USPS,standard,regional,6,8,true
1411,1411,2025-11-12 03:01:18,UPS,standard,regional,6,6,false
1412,1412,2025-08-26 08:02:23,UPS,standard,local,5,10,true
1413,1413,2025-07-26 07:57:49,FedEx,standard,national,7,10,true
1414,1414,2025-08-06 13:46:53,FedEx,standard,national,7,11,true
1415,1415,2025-08-27 23:17:27,FedEx,expedited,regional,3,4,true
1416,1416,2025-11-23 20:42:42,UPS,standard,regional,6,9,true
1417,1417,2025-11-29 12:34:16,USPS,standard,regional,6,8,true
1418,1418,2025-07-14 00:16:41,FedEx,standard,national,7,11,true
1419,1419,2025-10-31 19:56:17,UPS,standard,regional,6,8,true
1420,1420,2025-12-07 02:07:28,UPS,expedited,regional,3,4,true
1421,1421,2025-07-25 21:07:53,USPS,expedited,national,4,5,true
1422,1422,2025-12-16 19:47:27,FedEx,standard,local,5,6,true
1423,1423,2025-08-22 20:18:55,UPS,standard,regional,6,7,true
1424,1424,2025-07-24 16:53:00,USPS,standard,national,7,9,true
1425,1425,2025-08-27 15:23:02,FedEx,expedited,regional,3,4,true
1426,1426,2026-01-02 17:18:13,UPS,standard,local,5,6,true
1427,1427,2025-08-19 12:06:19,UPS,standard,local,5,7,true
1428,1428,2025-08-16 18:04:05,FedEx,standard,local,5,5,false
1429,1429,2025-07-14 05:32:58,FedEx,standard,regional,6,8,true
1430,1430,2025-09-04 13:50:58,FedEx,standard,national,7,9,true
1431,1431,2025-11-07 21:03:20,UPS,standard,regional,6,8,true
1432,1432,2025-09-09 15:57:26,USPS,standard,regional,6,6,false
1433,1433,2025-10-14 20:53:42,FedEx,standard,local,5,4,false
1434,1434,2026-01-01 20:09:50,UPS,standard,regional,6,9,true
1435,1435,2025-11-16 03:20:00,UPS,standard,regional,6,7,true
1436,1436,2025-12-26 18:24:43,FedEx,standard,local,5,5,false
1437,1437,2025-07-31 06:23:13,UPS,standard,local,5,4,false
1438,1438,2025-08-22 02:37:51,UPS,standard,regional,6,7,true
1439,1439,2025-10-26 14:17:47,FedEx,expedited,local,2,3,true
1440,1440,2025-08-14 01:29:48,UPS,standard,regional,6,7,true
1441,1441,2025-12-04 02:32:29,FedEx,standard,local,5,9,true
1442,1442,2025-10-09 13:04:59,UPS,standard,national,7,8,true
1443,1443,2025-10-09 10:16:17,UPS,standard,regional,6,7,true
1444,1444,2025-12-20 02:05:57,UPS,standard,regional,6,8,true
1445,1445,2025-10-13 03:13:10,FedEx,standard,local,5,6,true
1446,1446,2025-11-06 07:36:33,FedEx,standard,national,7,11,true
1447,1447,2025-09-29 00:34:30,USPS,standard,regional,6,8,true
1448,1448,2025-12-12 07:50:53,UPS,standard,regional,6,9,true
1449,1449,2025-12-20 09:19:36,FedEx,expedited,local,2,4,true
1450,1450,2025-11-30 14:55:35,FedEx,expedited,local,2,3,true
1451,1451,2025-11-24 06:38:39,UPS,overnight,local,1,4,true
1452,1452,2025-08-09 07:24:41,FedEx,standard,local,5,6,true
1453,1453,2026-01-05 16:02:26,UPS,standard,regional,6,7,true
1454,1454,2025-09-15 06:07:37,UPS,standard,regional,6,6,false
1455,1455,2025-11-02 11:49:41,UPS,expedited,regional,3,6,true
1456,1456,2025-08-03 17:07:30,UPS,standard,regional,6,11,true
1457,1457,2025-12-30 18:31:45,UPS,standard,regional,6,8,true
1458,1458,2025-09-09 14:24:51,USPS,standard,regional,6,10,true
1459,1459,2025-08-18 00:32:24,FedEx,expedited,regional,3,4,true
1460,1460,2025-07-17 13:40:32,UPS,standard,regional,6,7,true
1461,1461,2025-11-16 16:57:29,UPS,standard,regional,6,7,true
1462,1462,2025-10-10 16:57:06,UPS,standard,national,7,8,true
1463,1463,2025-07-23 15:43:47,USPS,standard,local,5,7,true
1464,1464,2025-09-21 23:34:05,UPS,standard,regional,6,7,true
1465,1465,2025-09-09 10:56:56,USPS,standard,regional,6,7,true
1466,1466,2025-12-05 19:19:39,FedEx,standard,local,5,6,true
1467,1467,2025-12-03 09:06:17,FedEx,standard,regional,6,7,true
1468,1468,2025-12-02 01:49:19,FedEx,expedited,national,4,6,true
1469,1469,2025-09-27 03:04:49,USPS,expedited,regional,3,3,false
1470,1470,2025-11-30 03:52:28,UPS,expedited,national,4,5,true
1471,1471,2026-01-04 06:50:56,UPS,standard,local,5,5,false
1472,1472,2026-01-03 19:13:38,UPS,expedited,local,2,2,false
1473,1473,2025-08-23 12:36:35,UPS,standard,local,5,6,true
1474,1474,2025-11-15 04:37:40,UPS,standard,regional,6,7,true
1475,1475,2025-12-17 19:46:18,FedEx,standard,regional,6,11,true
1476,1476,2025-12-30 16:23:52,UPS,standard,national,7,9,true
1477,1477,2025-12-23 09:59:02,UPS,standard,national,7,10,true
1478,1478,2025-12-19 10:43:48,UPS,standard,local,5,7,true
1479,1479,2025-08-15 12:52:01,UPS,standard,local,5,9,true
1480,1480,2025-10-24 15:43:20,FedEx,expedited,regional,3,3,false
1481,1481,2025-08-31 00:38:07,UPS,standard,regional,6,9,true
1482,1482,2025-11-14 08:44:26,FedEx,expedited,local,2,4,true
1483,1483,2025-12-17 06:19:08,UPS,standard,local,5,7,true
1484,1484,2025-08-11 11:23:00,USPS,expedited,regional,3,6,true
1485,1485,2025-09-19 15:23:51,FedEx,standard,local,5,9,true
1486,1486,2025-11-30 00:03:18,UPS,standard,local,5,6,true
1487,1487,2025-09-13 15:07:18,UPS,expedited,regional,3,4,true
1488,1488,2025-08-29 05:19:16,USPS,standard,regional,6,8,true
1489,1489,2025-12-03 11:58:36,USPS,standard,regional,6,8,true
1490,1490,2025-10-24 09:16:07,UPS,expedited,regional,3,4,true
1491,1491,2025-09-29 16:04:39,USPS,standard,local,5,7,true
1492,1492,2025-12-03 18:13:04,FedEx,standard,local,5,5,false
1493,1493,2025-08-28 21:09:42,UPS,standard,national,7,7,false
1494,1494,2025-09-19 14:45:31,UPS,standard,local,5,6,true
1495,1495,2025-10-23 07:53:48,UPS,standard,regional,6,7,true
1496,1496,2025-12-13 16:44:39,UPS,overnight,regional,2,3,true
1497,1497,2025-09-27 20:12:20,FedEx,standard,local,5,6,true
1498,1498,2025-12-22 15:34:00,UPS,standard,regional,6,6,false
1499,1499,2025-11-19 14:28:51,FedEx,standard,regional,6,7,true
1500,1500,2025-12-17 09:28:12,UPS,standard,regional,6,8,true
1501,1501,2025-07-19 09:58:31,FedEx,standard,local,5,4,false
1502,1502,2025-12-02 22:57:27,FedEx,standard,national,7,9,true
1503,1503,2025-10-05 09:08:04,FedEx,expedited,local,2,2,false
1504,1504,2025-11-21 12:10:58,USPS,standard,regional,6,7,true
1505,1505,2025-07-19 22:27:30,UPS,standard,regional,6,7,true
1506,1506,2025-12-27 03:42:53,UPS,expedited,regional,3,4,true
1507,1507,2025-08-26 16:44:56,UPS,standard,regional,6,6,false
1508,1508,2025-09-24 15:47:56,USPS,standard,regional,6,6,false
1509,1509,2025-10-03 00:45:40,USPS,standard,regional,6,7,true
1510,1510,2025-09-19 01:52:50,USPS,standard,local,5,7,true
1511,1511,2025-09-10 10:02:44,UPS,expedited,national,4,6,true
1512,1512,2025-11-02 04:05:19,FedEx,standard,regional,6,7,true
1513,1513,2025-07-25 17:44:43,USPS,standard,regional,6,7,true
1514,1514,2025-09-30 00:27:54,USPS,standard,regional,6,7,true
1515,1515,2025-12-01 10:05:28,UPS,standard,national,7,7,false
1516,1516,2025-08-27 23:16:32,UPS,standard,regional,6,5,false
1517,1517,2025-12-22 17:43:54,FedEx,standard,local,5,8,true
1518,1518,2025-09-14 19:04:52,UPS,standard,national,7,9,true
1519,1519,2026-01-02 07:34:40,UPS,standard,national,7,7,false
1520,1520,2025-11-01 15:56:13,UPS,standard,regional,6,8,true
1521,1521,2025-11-09 22:38:56,UPS,standard,regional,6,9,true
1522,1522,2025-12-11 23:21:56,UPS,standard,national,7,8,true
1523,1523,2025-10-14 01:13:40,FedEx,standard,national,7,8,true
